82854.10801,166.5745897
111011.4015,166.5428457
67665.06683,166.1786304
72119.99221,166.1717278
76868.22048,166.1648255
88643.053,166.1493977
95192.83394,165.7248862
100701.8918,165.7188122
120565.8806,165.6993771
46952.56597,165.6679942
52591.67604,165.6557536
106133.5577,165.2974203
117004.8602,165.2869194
100875.9228,138.765969
127126.4243,138.7450616
96437.14827,138.6538969
106051.0365,138.4712961
111838.3834,138.4665029
119052.6517,138.4608642
135753.2628,138.4490235
141825.3981,138.4450769
148169.1351,138.4411303
155281.204,138.436902
162734.6499,138.4326738
168426.9327,138.4295732
175960.5352,138.4256271
189667.5808,138.4188626
196301.9486,138.4157623
203168.3794,138.4126621
208964.6399,138.4101256
67027.41838,138.3388412
182689.2667,138.132802
215603.4679,138.1178958
224544.3165,138.1142398
230950.4184,138.1117088
239777.0809,138.1083341
248941.0884,138.1049596
257648.7796,138.1018663
266661.0565,138.0987732
277719.2095,138.0951177
288333.322,138.0917435
210642.2795,110.6294745
163049.5147,110.4872126
186941.6971,110.4773705
218563.0092,110.4661234
227764.9681,110.4631556
270955.8751,110.4506606
284208.3116,110.4472247
320940.7965,110.4384792
196087.7776,110.3134641
203900.4313,110.3106564
305316.4606,110.2816476
310664.3247,110.2804001
333732.6425,110.2752542
344029.5323,110.2730712
355414.7182,110.2707323
368774.0756,110.2680816
381805.9676,110.2655869
395298.386,110.2630922
411048.1153,110.2602858
426498.6254,110.2576354
447358.649,110.2542055
464174.0024,110.2515552
515142.9963,110.2440723
537998.0617,110.2409546
557010.0614,110.2384605
586795.1741,110.2347195
143766.7152,110.1755032
148847.2033,110.1730106
155788.8013,110.1697391
170288.2584,110.1633522
178617.0475,110.1599253
237876.818,110.1393658
248970.3772,110.1360953
260016.3087,110.1329806
294260.105,110.1241044
480583.9722,110.0889178
494337.6345,110.0868941
838152.3669,83.24883025
948535.9005,83.24212073
751963.6351,83.133784
771806.773,83.13237337
873452.6816,83.12567324
906284.0923,83.12367506
979940.2525,83.11944378
1064192.34,83.11497766
374639.663,83.05071564
428605.5387,83.04343496
544187.787,83.0305192
610532.8069,83.02429687
681999.3007,83.01830978
709171.9499,83.0161968
727885.8825,83.01478817
788753.2869,83.01044505
1097042.133,82.99260544
1723032.958,82.96819955
304176.684,82.94133791
580810.2857,82.90639561
640402.9872,82.90112036
661596.2463,82.89936202
809578.6934,82.88846115
1014598.482,82.87627262
1041372.141,82.87486637
1126007.272,82.87064775
1168331.725,82.8686557
1206996.063,82.86689805
1238846.791,82.86549196
1936613.342,55.06228239
2293904.929,54.97623742
2512849.787,54.97297254
3239336.458,54.96387854
4505450.105,54.95206636
4777378.104,54.94996841
1167935.302,54.92052785
1330385.551,54.91586852
2693626.197,54.89063737
3054996.871,54.88613579
3405203.318,54.88225542
3533198.379,54.88093616
3697971.667,54.87930653
3836971.328,54.87798733
4086253.214,54.87573702
2149355.879,54.81896656
1518767.1,54.75172468
4223780.955,41.51097193
6189070.499,41.32005887
12051018.65,41.24213184
11266989.43,41.18403054
8797485.808,41.07109317
98304703.92,41.06621513
98304703.92,41.06621513
98304703.92,41.06621513
98304703.92,41.06621513
31713045.85,34.61882229
31713045.85,34.61882229
31713045.85,34.61882229
8238980.673,34.4984639
8238980.673,34.4984639
8238980.673,34.4984639
8238980.673,34.4984639
46368105.5,34.45965564
46368105.5,34.45965564
46368105.5,34.45965564
16323950.13,34.33305327
16323950.13,34.33305327
16323950.13,34.33305327
86829736.59,34.24587547
86829736.59,34.24587547
86829736.59,34.24587547
86829736.59,34.24587547
86829736.59,34.24587547
37587258.86,32.4232139
37587258.86,32.4232139
37587258.86,32.4232139
34239334.81,32.28409222
34239334.81,32.28409222
34239334.81,32.28409222
97498326.01,31.38325278
97498326.01,31.38325278
97498326.01,31.38325278
97625244.02,27.45482667
97625244.02,27.45482667
97625244.02,27.45482667
12051018.65,41.24213184
11266989.43,41.18403054
8797485.808,41.07109317
